Epoch		Step		TotalStep		Det-loss		Reg-loss		TrainMode
2		1000		7000		0.0259		None		0
2		1050		7050		0.0212		None		0
2		1100		7100		0.0124		None		0
2		1150		7150		0.0332		None		0
2		1200		7200		0.0129		None		0
2		1250		7250		0.0169		None		0
2		1300		7300		0.0507		None		0
2		1350		7350		0.0266		None		0
2		1400		7400		0.0170		None		0
2		1450		7450		0.0354		None		0
2		1500		7500		0.0213		None		0
2		1550		7550		0.0323		None		0
2		1600		7600		0.0207		None		0
2		1650		7650		0.0310		None		0
2		1700		7700		0.0157		None		0
2		1750		7750		0.0198		None		0
2		1800		7800		0.0301		None		0
2		1850		7850		0.0238		None		0
2		1900		7900		0.0373		None		0
2		1950		7950		0.0184		None		0
2		2000		8000		0.0213		None		0
2		2050		8050		0.0382		None		0
2		2100		8100		0.0325		None		0
2		2150		8150		0.0205		None		0
2		2200		8200		0.0178		None		0
2		2250		8250		0.0222		None		0
2		2300		8300		0.0211		None		0
2		2350		8350		0.0297		None		0
2		2400		8400		0.0318		None		0
2		2450		8450		0.0128		None		0
2		2500		8500		0.0250		None		0
2		2550		8550		0.0230		None		0
2		2600		8600		0.0304		None		0
2		2650		8650		0.0153		None		0
2		2700		8700		0.0155		None		0
2		2750		8750		0.0242		None		0
2		2800		8800		0.0163		None		0
2		2850		8850		0.0194		None		0
2		2900		8900		0.0316		None		0
2		2950		8950		0.0209		None		0
2		3000		9000		0.0123		None		0
2		3050		9050		0.0299		None		0
2		3100		9100		0.0155		None		0
2		3150		9150		0.0187		None		0
2		3200		9200		0.0146		None		0
2		3250		9250		0.0332		None		0
2		3300		9300		0.0167		None		0
2		3350		9350		0.0299		None		0
2		3400		9400		0.0221		None		0
2		3450		9450		0.0360		None		0
2		3500		9500		0.0183		None		0
2		3550		9550		0.0220		None		0
2		3600		9600		0.0232		None		0
2		3650		9650		0.0174		None		0
2		3700		9700		0.0226		None		0
2		3750		9750		0.0200		None		0
2		3800		9800		0.0206		None		0
2		3850		9850		0.0190		None		0
2		3900		9900		0.0309		None		0
2		3950		9950		0.0239		None		0
2		4000		10000		0.0152		None		0
2		4050		10050		0.0185		None		0
2		4100		10100		0.0228		None		0
2		4150		10150		0.0320		None		0
2		4200		10200		0.0222		None		0
2		4250		10250		0.0232		None		0
2		4300		10300		0.0216		None		0
2		4350		10350		0.0139		None		0
2		4400		10400		0.0195		None		0
2		4450		10450		0.0169		None		0
2		4500		10500		0.0217		None		0
2		4550		10550		0.0272		None		0
2		4600		10600		0.0141		None		0
2		4650		10650		0.0199		None		0
2		4700		10700		0.0164		None		0
2		4750		10750		0.0178		None		0
2		4800		10800		0.0357		None		0
2		4850		10850		0.0290		None		0
2		4900		10900		0.0243		None		0
2		4950		10950		0.0210		None		0
2		5000		11000		0.0186		None		0
2		5050		11050		0.0557		None		0
2		5100		11100		0.0165		None		0
2		5150		11150		0.0242		None		0
2		5200		11200		0.0225		None		0
2		5250		11250		0.0245		None		0
2		5300		11300		0.0137		None		0
2		5350		11350		0.0173		None		0
2		5400		11400		0.0113		None		0
2		5450		11450		0.0242		None		0
2		5500		11500		0.0160		None		0
2		5550		11550		0.0205		None		0
2		5600		11600		0.0181		None		0
2		5650		11650		0.0134		None		0
2		5700		11700		0.0153		None		0
2		5750		11750		0.0226		None		0
2		5800		11800		0.0169		None		0
2		5850		11850		0.0160		None		0
2		5900		11900		0.0241		None		0
2		5950		11950		0.0135		None		0
2		6000		12000		0.0148		None		0
3		50		12050		0.0188		None		0
3		100		12100		0.0151		None		0
3		150		12150		0.0177		None		0
3		200		12200		0.0174		None		0
3		250		12250		0.0261		None		0
3		300		12300		0.0233		None		0
3		350		12350		0.0131		None		0
3		400		12400		0.0152		None		0
3		450		12450		0.0279		None		0
3		500		12500		0.0180		None		0
3		550		12550		0.0157		None		0
3		600		12600		0.0287		None		0
3		650		12650		0.0111		None		0
3		700		12700		0.0186		None		0
3		750		12750		0.0218		None		0
3		800		12800		0.0123		None		0
3		850		12850		0.0140		None		0
3		900		12900		0.0362		None		0
3		950		12950		0.0214		None		0
3		1000		13000		0.0195		None		0
3		1050		13050		0.0188		None		0
3		1100		13100		0.0200		None		0
3		1150		13150		0.0150		None		0
3		1200		13200		0.0139		None		0
3		1250		13250		0.0175		None		0
3		1300		13300		0.0251		None		0
3		1350		13350		0.0221		None		0
3		1400		13400		0.0160		None		0
3		1450		13450		0.0126		None		0
3		1500		13500		0.0122		None		0
3		1550		13550		0.0233		None		0
3		1600		13600		0.0147		None		0
3		1650		13650		0.0237		None		0
3		1700		13700		0.0141		None		0
3		1750		13750		0.0125		None		0
3		1800		13800		0.0219		None		0
3		1850		13850		0.0154		None		0
3		1900		13900		0.0147		None		0
3		1950		13950		0.0143		None		0
3		2000		14000		0.0115		None		0
3		2050		14050		0.0169		None		0
3		2100		14100		0.0230		None		0
3		2150		14150		0.0145		None		0
3		2200		14200		0.0082		None		0
3		2250		14250		0.0241		None		0
3		2300		14300		0.0363		None		0
3		2350		14350		0.0216		None		0
3		2400		14400		0.0164		None		0
3		2450		14450		0.0125		None		0
3		2500		14500		0.0195		None		0
3		2550		14550		0.0093		None		0
3		2600		14600		0.0181		None		0
3		2650		14650		0.0318		None		0
3		2700		14700		0.0161		None		0
3		2750		14750		0.0139		None		0
3		2800		14800		0.0175		None		0
3		2850		14850		0.0114		None		0
3		2900		14900		0.0164		None		0
3		2950		14950		0.0148		None		0
3		3000		15000		0.0750		None		0
3		3050		15050		0.0227		None		0
3		3100		15100		0.0335		None		0
3		3150		15150		0.0164		None		0
3		3200		15200		0.0173		None		0
3		3250		15250		0.0332		None		0
3		3300		15300		0.0262		None		0
3		3350		15350		0.0152		None		0
3		3400		15400		0.0087		None		0
3		3450		15450		0.0183		None		0
3		3500		15500		0.0136		None		0
3		3550		15550		0.0121		None		0
3		3600		15600		0.0183		None		0
3		3650		15650		0.0121		None		0
3		3700		15700		0.0203		None		0
3		3750		15750		0.0282		None		0
3		3800		15800		0.0603		None		0
3		3850		15850		0.0252		None		0
3		3900		15900		0.0222		None		0
3		3950		15950		0.0247		None		0
3		4000		16000		0.0186		None		0
3		4050		16050		0.0146		None		0
3		4100		16100		0.0205		None		0
3		4150		16150		0.0166		None		0
3		4200		16200		0.0206		None		0
3		4250		16250		0.0152		None		0
3		4300		16300		0.0144		None		0
3		4350		16350		0.0123		None		0
3		4400		16400		0.0166		None		0
3		4450		16450		0.0220		None		0
3		4500		16500		0.0155		None		0
3		4550		16550		0.0115		None		0
3		4600		16600		0.0190		None		0
3		4650		16650		0.0162		None		0
3		4700		16700		0.0170		None		0
3		4750		16750		0.0174		None		0
3		4800		16800		0.0324		None		0
3		4850		16850		0.0179		None		0
3		4900		16900		0.0221		None		0
3		4950		16950		0.0200		None		0
3		5000		17000		0.0126		None		0
3		5050		17050		0.0186		None		0
3		5100		17100		0.0156		None		0
3		5150		17150		0.0127		None		0
3		5200		17200		0.0164		None		0
3		5250		17250		0.0175		None		0
3		5300		17300		0.0150		None		0
3		5350		17350		0.0071		None		0
3		5400		17400		0.0111		None		0
3		5450		17450		0.0214		None		0
3		5500		17500		0.0204		None		0
3		5550		17550		0.0171		None		0
3		5600		17600		0.0219		None		0
3		5650		17650		0.0181		None		0
3		5700		17700		0.0125		None		0
3		5750		17750		0.0128		None		0
3		5800		17800		0.0111		None		0
3		5850		17850		0.0257		None		0
3		5900		17900		0.0179		None		0
3		5950		17950		0.0261		None		0
3		6000		18000		0.1369		None		0
4		50		18050		0.0450		None		0
4		100		18100		0.0205		None		0
4		150		18150		0.0213		None		0
4		200		18200		0.0117		None		0
4		250		18250		0.0166		None		0
4		300		18300		0.0199		None		0
4		350		18350		0.0116		None		0
4		400		18400		0.0204		None		0
4		450		18450		0.0143		None		0
4		500		18500		0.0094		None		0
4		550		18550		0.0090		None		0
4		600		18600		0.0140		None		0
4		650		18650		0.0119		None		0
4		700		18700		0.0145		None		0
4		750		18750		0.0158		None		0
4		800		18800		0.0116		None		0
4		850		18850		0.0178		None		0
4		900		18900		0.0216		None		0
4		950		18950		0.0197		None		0
4		1000		19000		0.0122		None		0
4		1050		19050		0.0290		None		0
4		1100		19100		0.0162		None		0
4		1150		19150		0.0143		None		0
4		1200		19200		0.0121		None		0
4		1250		19250		0.0104		None		0
4		1300		19300		0.0204		None		0
4		1350		19350		0.0124		None		0
4		1400		19400		0.0161		None		0
4		1450		19450		0.0201		None		0
4		1500		19500		0.0253		None		0
4		1550		19550		0.0179		None		0
4		1600		19600		0.0141		None		0
4		1650		19650		0.0296		None		0
4		1700		19700		0.0184		None		0
4		1750		19750		0.0085		None		0
4		1800		19800		0.0254		None		0
4		1850		19850		0.0211		None		0
4		1900		19900		0.0146		None		0
4		1950		19950		0.0126		None		0
4		2000		20000		0.0170		None		0
4		2050		20050		0.0183		None		0
4		2100		20100		0.0122		None		0
4		2150		20150		0.0103		None		0
4		2200		20200		0.0082		None		0
4		2250		20250		0.0112		None		0
4		2300		20300		0.0197		None		0
4		2350		20350		0.0151		None		0
4		2400		20400		0.0147		None		0
4		2450		20450		0.0104		None		0
4		2500		20500		0.0174		None		0
4		2550		20550		0.0149		None		0
4		2600		20600		0.0216		None		0
4		2650		20650		0.0364		None		0
4		2700		20700		0.0254		None		0
4		2750		20750		0.0131		None		0
4		2800		20800		0.0251		None		0
4		2850		20850		0.0071		None		0
4		2900		20900		0.0108		None		0
4		2950		20950		0.0192		None		0
4		3000		21000		0.0104		None		0
4		3050		21050		0.0153		None		0
4		3100		21100		0.0208		None		0
4		3150		21150		0.0272		None		0
4		3200		21200		0.0262		None		0
4		3250		21250		0.0272		None		0
4		3300		21300		0.0234		None		0
4		3350		21350		0.0208		None		0
4		3400		21400		0.0192		None		0
4		3450		21450		0.0206		None		0
4		3500		21500		0.0092		None		0
4		3550		21550		0.0218		None		0
4		3600		21600		0.0152		None		0
4		3650		21650		0.0080		None		0
4		3700		21700		0.0194		None		0
4		3750		21750		0.0079		None		0
4		3800		21800		0.0133		None		0
4		3850		21850		0.0137		None		0
4		3900		21900		0.0139		None		0
4		3950		21950		0.0191		None		0
4		4000		22000		0.0078		None		0
4		4050		22050		0.0150		None		0
4		4100		22100		0.0154		None		0
4		4150		22150		0.0054		None		0
4		4200		22200		0.0106		None		0
4		4250		22250		0.0074		None		0
4		4300		22300		0.0118		None		0
4		4350		22350		0.0157		None		0
4		4400		22400		0.0243		None		0
4		4450		22450		0.0158		None		0
4		4500		22500		0.0160		None		0
4		4550		22550		0.0108		None		0
4		4600		22600		0.0129		None		0
4		4650		22650		0.0197		None		0
4		4700		22700		0.0126		None		0
4		4750		22750		0.0134		None		0
4		4800		22800		0.0143		None		0
4		4850		22850		0.0167		None		0
4		4900		22900		0.0151		None		0
4		4950		22950		0.0148		None		0
4		5000		23000		0.0169		None		0
4		5050		23050		0.0143		None		0
4		5100		23100		0.0092		None		0
4		5150		23150		0.0164		None		0
4		5200		23200		0.0106		None		0
4		5250		23250		0.0284		None		0
4		5300		23300		0.0092		None		0
4		5350		23350		0.0141		None		0
4		5400		23400		0.0088		None		0
4		5450		23450		0.0114		None		0
4		5500		23500		0.0141		None		0
4		5550		23550		0.0212		None		0
4		5600		23600		0.0271		None		0
4		5650		23650		0.0141		None		0
4		5700		23700		0.0132		None		0
4		5750		23750		0.0123		None		0
4		5800		23800		0.0235		None		0
4		5850		23850		0.0262		None		0
4		5900		23900		0.0136		None		0
4		5950		23950		0.0116		None		0
4		6000		24000		0.0097		None		0
5		50		24050		0.0174		None		0
5		100		24100		0.0167		None		0
5		150		24150		0.0197		None		0
5		200		24200		0.0184		None		0
5		250		24250		0.0187		None		0
5		300		24300		0.0270		None		0
5		350		24350		0.0161		None		0
5		400		24400		0.0128		None		0
5		450		24450		0.0205		None		0
5		500		24500		0.0216		None		0
5		550		24550		0.0144		None		0
5		600		24600		0.0165		None		0
5		650		24650		0.0176		None		0
5		700		24700		0.0157		None		0
5		750		24750		0.0122		None		0
5		800		24800		0.0147		None		0
5		850		24850		0.0114		None		0
5		900		24900		0.0165		None		0
5		950		24950		0.0202		None		0
5		1000		25000		0.1368		None		0
5		1050		25050		0.0159		None		0
5		1100		25100		0.0104		None		0
5		1150		25150		0.0195		None		0
5		1200		25200		0.0109		None		0
5		1250		25250		0.0102		None		0
5		1300		25300		0.0128		None		0
5		1350		25350		0.0178		None		0
5		1400		25400		0.0140		None		0
5		1450		25450		0.0079		None		0
5		1500		25500		0.0147		None		0
5		1550		25550		0.0099		None		0
5		1600		25600		0.0109		None		0
5		1650		25650		0.0099		None		0
5		1700		25700		0.0117		None		0
5		1750		25750		0.0156		None		0
5		1800		25800		0.0126		None		0
5		1850		25850		0.0130		None		0
5		1900		25900		0.0146		None		0
5		1950		25950		0.0093		None		0
5		2000		26000		0.0097		None		0
5		2050		26050		0.0175		None		0
5		2100		26100		0.0191		None		0
5		2150		26150		0.0111		None		0
5		2200		26200		0.0196		None		0
5		2250		26250		0.0120		None		0
5		2300		26300		0.0115		None		0
5		2350		26350		0.0188		None		0
5		2400		26400		0.0139		None		0
5		2450		26450		0.0121		None		0
5		2500		26500		0.0100		None		0
5		2550		26550		0.0133		None		0
5		2600		26600		0.0184		None		0
5		2650		26650		0.0096		None		0
5		2700		26700		0.0137		None		0
5		2750		26750		0.0137		None		0
5		2800		26800		0.0200		None		0
5		2850		26850		0.0091		None		0
5		2900		26900		0.0112		None		0
5		2950		26950		0.0121		None		0
5		3000		27000		0.0096		None		0
5		3050		27050		0.0145		None		0
5		3100		27100		0.0248		None		0
5		3150		27150		0.0109		None		0
5		3200		27200		0.0129		None		0
5		3250		27250		0.0162		None		0
5		3300		27300		0.0162		None		0
5		3350		27350		0.0483		None		0
5		3400		27400		0.0408		None		0
5		3450		27450		0.0191		None		0
5		3500		27500		0.0125		None		0
5		3550		27550		0.0332		None		0
5		3600		27600		0.0156		None		0
5		3650		27650		0.0141		None		0
5		3700		27700		0.0166		None		0
5		3750		27750		0.0160		None		0
5		3800		27800		0.0123		None		0
5		3850		27850		0.0109		None		0
5		3900		27900		0.0136		None		0
5		3950		27950		0.0183		None		0
5		4000		28000		0.0073		None		0
5		4050		28050		0.0103		None		0
5		4100		28100		0.0058		None		0
5		4150		28150		0.0155		None		0
5		4200		28200		0.0136		None		0
5		4250		28250		0.0079		None		0
5		4300		28300		0.0083		None		0
5		4350		28350		0.0370		None		0
5		4400		28400		0.0183		None		0
5		4450		28450		0.0252		None		0
5		4500		28500		0.0201		None		0
5		4550		28550		0.0161		None		0
5		4600		28600		0.0137		None		0
5		4650		28650		0.0085		None		0
5		4700		28700		0.0192		None		0
5		4750		28750		0.0187		None		0
5		4800		28800		0.0102		None		0
5		4850		28850		0.0089		None		0
5		4900		28900		0.0109		None		0
5		4950		28950		0.0188		None		0
5		5000		29000		0.0104		None		0
5		5050		29050		0.0730		None		0
5		5100		29100		0.0140		None		0
5		5150		29150		0.0120		None		0
5		5200		29200		0.0067		None		0
5		5250		29250		0.0141		None		0
5		5300		29300		0.0144		None		0
5		5350		29350		0.0175		None		0
5		5400		29400		0.0115		None		0
5		5450		29450		0.0092		None		0
5		5500		29500		0.0102		None		0
5		5550		29550		0.0088		None		0
5		5600		29600		0.0103		None		0
5		5650		29650		0.0086		None		0
5		5700		29700		0.0179		None		0
5		5750		29750		0.0166		None		0
5		5800		29800		0.0090		None		0
5		5850		29850		0.0120		None		0
5		5900		29900		0.0094		None		0
5		5950		29950		0.0121		None		0
5		6000		30000		0.0116		None		0
6		50		30050		0.0118		None		0
6		100		30100		0.0102		None		0
6		150		30150		0.0261		None		0
6		200		30200		0.0069		None		0
6		250		30250		0.0090		None		0
6		300		30300		0.0128		None		0
6		350		30350		0.0165		None		0
6		400		30400		0.0079		None		0
6		450		30450		0.0133		None		0
6		500		30500		0.0130		None		0
6		550		30550		0.0114		None		0
6		600		30600		0.0160		None		0
6		650		30650		0.0131		None		0
6		700		30700		0.0143		None		0
6		750		30750		0.0136		None		0
6		800		30800		0.0114		None		0
6		850		30850		0.0152		None		0
6		900		30900		0.0155		None		0
6		950		30950		0.0129		None		0
6		1000		31000		0.0133		None		0
6		1050		31050		0.0150		None		0
6		1100		31100		0.0122		None		0
6		1150		31150		0.0241		None		0
6		1200		31200		0.0203		None		0
6		1250		31250		0.0315		None		0
6		1300		31300		0.0105		None		0
6		1350		31350		0.0197		None		0
6		1400		31400		0.0193		None		0
6		1450		31450		0.0363		None		0
6		1500		31500		0.0130		None		0
6		1550		31550		0.0132		None		0
6		1600		31600		0.0139		None		0
6		1650		31650		0.0126		None		0
6		1700		31700		0.0146		None		0
6		1750		31750		0.0174		None		0
6		1800		31800		0.0109		None		0
6		1850		31850		0.0216		None		0
6		1900		31900		0.0122		None		0
6		1950		31950		0.0178		None		0
6		2000		32000		0.0096		None		0
6		2050		32050		0.0142		None		0
6		2100		32100		0.0107		None		0
6		2150		32150		0.0154		None		0
6		2200		32200		0.0111		None		0
6		2250		32250		0.0238		None		0
6		2300		32300		0.0089		None		0
6		2350		32350		0.0154		None		0
6		2400		32400		0.0092		None		0
6		2450		32450		0.0146		None		0
6		2500		32500		0.0109		None		0
6		2550		32550		0.0113		None		0
6		2600		32600		0.0211		None		0
6		2650		32650		0.0162		None		0
6		2700		32700		0.0150		None		0
6		2750		32750		0.0156		None		0
6		2800		32800		0.0132		None		0
6		2850		32850		0.0078		None		0
6		2900		32900		0.0101		None		0
6		2950		32950		0.0231		None		0
6		3000		33000		0.0139		None		0
6		3050		33050		0.0111		None		0
6		3100		33100		0.0123		None		0
6		3150		33150		0.0069		None		0
6		3200		33200		0.0125		None		0
6		3250		33250		0.0136		None		0
6		3300		33300		0.0164		None		0
6		3350		33350		0.0059		None		0
6		3400		33400		0.0097		None		0
6		3450		33450		0.0316		None		0
6		3500		33500		0.0124		None		0
6		3550		33550		0.0108		None		0
6		3600		33600		0.0105		None		0
6		3650		33650		0.0143		None		0
6		3700		33700		0.0151		None		0
6		3750		33750		0.0185		None		0
6		3800		33800		0.0104		None		0
6		3850		33850		0.0155		None		0
6		3900		33900		0.0131		None		0
6		3950		33950		0.0137		None		0
6		4000		34000		0.0080		None		0
6		4050		34050		0.0097		None		0
6		4100		34100		0.0209		None		0
6		4150		34150		0.0090		None		0
6		4200		34200		0.0139		None		0
6		4250		34250		0.0175		None		0
6		4300		34300		0.0098		None		0
6		4350		34350		0.0270		None		0
6		4400		34400		0.0068		None		0
6		4450		34450		0.0143		None		0
6		4500		34500		0.0088		None		0
6		4550		34550		0.0111		None		0
6		4600		34600		0.0094		None		0
6		4650		34650		0.0216		None		0
6		4700		34700		0.0167		None		0
6		4750		34750		0.0069		None		0
6		4800		34800		0.0098		None		0
6		4850		34850		0.0141		None		0
6		4900		34900		0.0117		None		0
6		4950		34950		0.0088		None		0
6		5000		35000		0.0108		None		0
6		5050		35050		0.0095		None		0
6		5100		35100		0.0128		None		0
6		5150		35150		0.0128		None		0
6		5200		35200		0.0097		None		0
6		5250		35250		0.0099		None		0
6		5300		35300		0.0171		None		0
6		5350		35350		0.0641		None		0
6		5400		35400		0.0417		None		0
6		5450		35450		0.0449		None		0
6		5500		35500		0.0212		None		0
6		5550		35550		0.0316		None		0
6		5600		35600		0.0083		None		0
6		5650		35650		0.0180		None		0
6		5700		35700		0.0228		None		0
6		5750		35750		0.0152		None		0
6		5800		35800		0.0300		None		0
6		5850		35850		0.0124		None		0
6		5900		35900		0.0213		None		0
6		5950		35950		0.0078		None		0
6		6000		36000		0.0110		None		0
7		50		36050		0.0097		None		0
7		100		36100		0.0128		None		0
7		150		36150		0.0217		None		0
7		200		36200		0.0160		None		0
7		250		36250		0.0192		None		0
7		300		36300		0.0167		None		0
7		350		36350		0.0101		None		0
7		400		36400		0.0148		None		0
7		450		36450		0.0150		None		0
7		500		36500		0.0136		None		0
7		550		36550		0.0238		None		0
7		600		36600		0.0094		None		0
7		650		36650		0.0145		None		0
7		700		36700		0.0146		None		0
7		750		36750		0.0153		None		0
7		800		36800		0.0113		None		0
7		850		36850		0.0112		None		0
7		900		36900		0.0106		None		0
7		950		36950		0.0147		None		0
7		1000		37000		0.0085		None		0
7		1050		37050		0.0155		None		0
7		1100		37100		0.0145		None		0
7		1150		37150		0.0084		None		0
7		1200		37200		0.0173		None		0
7		1250		37250		0.0150		None		0
7		1300		37300		0.0101		None		0
7		1350		37350		0.0121		None		0
7		1400		37400		0.0095		None		0
7		1450		37450		0.0178		None		0
7		1500		37500		0.0155		None		0
7		1550		37550		0.0172		None		0
7		1600		37600		0.0099		None		0
7		1650		37650		0.0284		None		0
7		1700		37700		0.0215		None		0
7		1750		37750		0.0246		None		0
7		1800		37800		0.0170		None		0
7		1850		37850		0.0158		None		0
7		1900		37900		0.0144		None		0
7		1950		37950		0.0103		None		0
7		2000		38000		0.0105		None		0
7		2050		38050		0.0115		None		0
7		2100		38100		0.0148		None		0
7		2150		38150		0.0070		None		0
7		2200		38200		0.0230		None		0
7		2250		38250		0.0136		None		0
7		2300		38300		0.0109		None		0
7		2350		38350		0.0106		None		0
7		2400		38400		0.0137		None		0
7		2450		38450		0.0121		None		0
7		2500		38500		0.0227		None		0
7		2550		38550		0.0295		None		0
7		2600		38600		0.0202		None		0
7		2650		38650		0.0199		None		0
7		2700		38700		0.0371		None		0
7		2750		38750		0.0327		None		0
7		2800		38800		0.0153		None		0
7		2850		38850		0.0096		None		0
7		2900		38900		0.0064		None		0
7		2950		38950		0.0076		None		0
7		3000		39000		0.0138		None		0
7		3050		39050		0.0262		None		0
7		3100		39100		0.0091		None		0
7		3150		39150		0.0146		None		0
7		3200		39200		0.0271		None		0
7		3250		39250		0.0124		None		0
7		3300		39300		0.0115		None		0
7		3350		39350		0.0147		None		0
7		3400		39400		0.0194		None		0
7		3450		39450		0.0089		None		0
7		3500		39500		0.0118		None		0
7		3550		39550		0.0155		None		0
7		3600		39600		0.0159		None		0
7		3650		39650		0.0133		None		0
7		3700		39700		0.0113		None		0
7		3750		39750		0.0193		None		0
7		3800		39800		0.0133		None		0
7		3850		39850		0.0067		None		0
7		3900		39900		0.0095		None		0
7		3950		39950		0.0219		None		0
7		4000		40000		0.0272		None		0
7		4050		40050		0.0213		None		0
7		4100		40100		0.0141		None		0
7		4150		40150		0.0161		None		0
7		4200		40200		0.0088		None		0
7		4250		40250		0.0100		None		0
7		4300		40300		0.0144		None		0
7		4350		40350		0.0100		None		0
7		4400		40400		0.0152		None		0
7		4450		40450		0.0092		None		0
7		4500		40500		0.0114		None		0
7		4550		40550		0.0160		None		0
7		4600		40600		0.0167		None		0
7		4650		40650		0.0183		None		0
7		4700		40700		0.0134		None		0
7		4750		40750		0.0111		None		0
7		4800		40800		0.0116		None		0
7		4850		40850		0.0122		None		0
7		4900		40900		0.0111		None		0
7		4950		40950		0.0099		None		0
7		5000		41000		0.0149		None		0
7		5050		41050		0.0129		None		0
7		5100		41100		0.0137		None		0
7		5150		41150		0.0095		None		0
7		5200		41200		0.0090		None		0
7		5250		41250		0.0134		None		0
7		5300		41300		0.0064		None		0
7		5350		41350		0.0123		None		0
7		5400		41400		0.0183		None		0
